Experiment_ID,Angle[degree]ORDistance[mm],Secondary-axis [mm],Main-axis [mm],Out-of-roundness [-],Collapse [mm]
8,23.0,22.101431479955306,21.4710794093238,0.0286172599381187,-0.5559096173883482
8,24.0,22.099614642649485,21.456254542996767,0.0292078095137067,-0.5707344837153769
8,25.0,22.09595028420407,21.441223543850533,0.0297238419449679,-0.5857654828616106
8,26.0,22.09354697091186,21.431792750453027,0.0300428814694701,-0.5951962762591165
8,27.0,22.095884914017745,21.423325755325948,0.0305334132539033,-0.6036632713861962
8,28.0,22.09155798547224,21.42303222611814,0.0303503015570298,-0.6039568005940055
8,29.0,22.088879758891764,21.425182649141725,0.030131086411546,-0.6018063775704192
8,30.0,22.07789554239222,21.431755343760177,0.0293340228139428,-0.5952336829519673
8,31.0,22.067021287716443,21.440986857672836,0.0284212440149862,-0.5860021690393111
8,32.0,22.056916289550472,21.4518415402134,0.0274696985867335,-0.5751474864987429
8,33.0,22.047652017965785,21.463888302234626,0.026502202140439,-0.5631007244775184
8,34.0,22.0409192306617,21.466830770871105,0.0260629566344451,-0.5601582558410421
8,35.0,22.03452172424271,21.46526529542617,0.0258435879786474,-0.5617237312859729
8,36.0,22.02897525879591,21.4598540034068,0.0258374512603123,-0.5671350233053438
8,37.0,22.019919588371103,21.445022086973843,0.0260996861940633,-0.5819669397383009
8,38.0,22.016909030642907,21.43408109984336,0.0264597185794551,-0.5929079268687865
8,39.0,22.009601910624244,21.42777136175437,0.0264144385855136,-0.5992176649577701
8,40.0,22.00766962440961,21.422926811125357,0.0265466520446864,-0.6040622155867901
8,41.0,22.01118533530994,21.415705069988167,0.027034120033366,-0.6112839567239767
8,42.0,22.01266467544429,21.414503128266706,0.0271558471497034,-0.6124858984454384
8,43.0,22.01618750326929,21.413173245607425,0.0273761546315107,-0.6138157811047193
8,44.0,22.02057541381584,21.41351690686422,0.0275597589037448,-0.6134721198479234
8,44.72999999999999,22.02304292644135,21.417949879542395,0.0274705292750251,-0.6090391471697494
9,0.0,22.17967558755672,21.57823013131932,0.0272813928939507,-0.4677650484488609
9,1.0,22.17976365836063,21.60990178461324,0.025848770676969,-0.4360933951549377
9,2.0,22.17725184388852,21.655662975229497,0.0236591210515046,-0.3903322045386801
9,3.0,22.176225669636825,21.703037552164773,0.0214636768997528,-0.3429576276034041
9,4.0,22.174927097797905,21.74254632107541,0.0196126676612583,-0.3034488586927679
9,5.0,22.172424594828342,21.771648284773036,0.0181790981440069,-0.2743468949951442
9,6.0,22.16969277006052,21.77361377879677,0.0179660291147679,-0.2723814009714083
9,7.0,22.165631847677403,21.7510488596656,0.0188053650847328,-0.294946320102575
9,8.0,22.163858322595605,21.71006786728181,0.0205838045238365,-0.335927312486362
9,9.0,22.16019693342697,21.654768360644223,0.0229260946789367,-0.3912268191239541
9,10.0,22.15531310788736,21.59876402037578,0.0252449065226291,-0.4472311593923983
